"x","y","hostVals","numFieldsAtCellIndexes","propThatIsOneFieldVec","randomCellIndex","name"
-3.74583333308997,5.20416666725308,0.443381011486053,444,0.00225225225225225,41137501,"CIV_abidjan"
-4.03749999975992,5.44583333392286,1,1000,0.001,40828181,"CIV_abidjan"
-4.2791666664293,5.5375000005907,0.0955848842859268,96,0.0104166666666667,40710837,"CIV_abidjan"
-3.9708333330925,5.4541666672563,1,1000,0.001,40817524,"CIV_abidjan"
-4.31249999976301,5.42083333392253,0.59971022605896,600,0.00166666666666667,40860143,"CIV_abidjan"
