"Y","X","numRealSurveysInCell"
220,405,1
221,373,1
226,405,2
228,373,1
228,378,2
229,371,1
230,368,2
230,382,1
230,386,1
230,413,1
231,377,1
231,379,1
231,404,1
231,406,1
232,393,2
233,376,1
235,359,1
235,374,1
236,404,1
236,417,1
236,418,1
236,424,1
237,353,2
237,392,2
237,411,2
239,359,1
239,369,1
239,381,1
240,365,2
242,365,1
242,385,1
243,365,1
245,389,1
245,417,1
246,417,2
247,413,1
248,368,1
248,379,1
248,395,1
248,405,1
249,393,2
250,391,1
250,405,2
250,421,1
251,408,1
252,387,1
252,415,1
255,375,1
256,355,2
256,407,1
257,407,1
258,384,1
258,385,1
260,356,2
262,356,1
263,380,1
265,383,1
265,455,1
267,402,1
267,411,1
267,450,2
268,364,2
268,377,2
268,412,2
268,420,1
269,349,1
269,362,1
269,371,1
269,421,1
271,346,1
272,391,1
272,451,2
273,427,1
273,429,2
273,434,1
273,449,1
273,453,1
274,358,1
275,409,1
275,458,2
276,340,2
276,479,1
277,432,1
277,439,1
277,489,1
279,443,2
279,447,1
279,464,1
279,483,2
280,359,1
280,388,1
280,447,1
281,337,1
281,377,1
281,384,1
281,426,3
281,452,1
282,337,1
282,490,2
283,422,2
283,495,1
284,369,1
284,435,1
285,416,1
285,418,1
285,435,1
285,440,1
286,411,1
286,426,1
287,332,1
288,329,1
288,454,2
289,326,2
289,433,1
289,491,2
290,435,1
291,338,1
291,434,1
292,320,1
292,321,1
293,422,1
293,423,1
294,422,1
295,482,2
295,488,1
296,440,1
296,451,1
297,432,2
297,456,1
297,501,1
298,402,2
298,501,1
299,405,1
299,418,1
299,447,2
300,396,1
300,491,1
301,314,1
302,389,2
302,411,1
302,424,1
302,457,1
302,499,1
303,400,1
304,414,1
304,420,2
304,434,1
304,495,2
305,319,1
305,380,1
305,383,1
305,389,1
306,415,1
306,430,2
307,415,1
309,398,2
310,372,2
311,385,1
311,387,1
311,414,1
311,477,2
312,403,1
312,451,1
313,443,2
313,509,1
314,398,1
315,414,2
316,373,1
316,516,1
317,378,1
317,379,3
317,414,1
317,456,1
317,516,1
318,472,1
318,487,1
318,488,1
318,507,2
319,441,1
319,480,1
320,412,1
321,534,2
322,522,1
324,369,1
325,469,2
325,507,1
326,480,1
326,481,1
326,487,1
326,526,1
327,537,1
328,457,1
328,522,1
329,457,1
329,516,1
330,450,1
330,511,1
330,512,1
331,456,2
331,473,1
331,505,1
332,461,1
332,506,2
332,539,2
333,530,1
333,547,1
335,468,2
335,516,1
336,520,2
336,550,2
337,502,1
337,534,2
341,500,1
341,523,1
344,553,1
345,414,1
346,419,2
347,521,1
347,522,1
347,541,1
347,552,2
348,413,1
349,422,1
349,496,1
349,499,2
350,492,1
351,496,2
352,488,1
352,494,2
352,500,1
352,524,1
353,229,1
353,417,2
353,490,2
354,424,2
354,476,1
354,477,1
354,483,1
354,491,1
354,506,2
354,544,2
355,486,1
355,498,1
355,499,1
355,512,1
355,552,1
356,487,1
356,516,2
356,518,1
356,537,2
357,223,1
358,420,1
358,427,1
358,520,2
359,488,1
359,492,1
359,512,1
359,523,1
359,546,1
360,496,1
360,507,2
361,450,1
361,492,1
361,499,2
362,524,2
363,228,1
363,432,2
363,510,1
364,422,1
364,423,1
364,499,1
365,238,1
366,448,2
366,503,1
367,508,1
367,509,1
369,244,1
369,433,2
370,424,1
371,203,1
371,437,1
371,446,1
373,434,1
374,170,1
374,222,1
374,440,1
374,441,1
375,425,2
375,443,1
377,161,1
377,443,1
378,251,1
379,164,1
380,425,1
380,434,2
382,444,1
383,224,1
384,161,1
385,191,1
385,256,1
385,426,2
385,434,1
386,245,1
386,247,1
387,445,2
389,212,1
390,154,1
390,161,1
390,255,1
390,427,1
391,225,1
392,240,1
392,430,1
393,245,1
393,264,1
394,433,2
395,153,1
395,212,1
395,442,2
396,149,1
396,160,1
396,263,1
396,267,1
397,162,1
398,142,1
398,182,1
398,251,1
399,166,1
399,175,1
399,266,1
399,271,1
400,185,1
401,213,1
402,266,1
402,281,1
403,269,1
405,279,1
407,219,1
409,177,1
409,285,1
411,179,1
411,287,1
412,183,1
412,214,1
413,188,1
413,199,1
416,291,1
416,301,1
422,298,1
423,290,1
424,288,1
425,292,1
441,387,1
441,389,1
442,384,1
445,392,1
446,384,2
450,384,1
450,386,1
451,393,2
454,389,1
456,388,2
459,386,1
460,382,1
461,383,1
462,387,2
462,412,1
463,392,2
464,386,1
465,385,1
466,389,1
466,394,1
467,390,1
467,395,1
468,399,1
469,402,1
470,388,2
470,408,1
470,417,1
472,401,1
473,394,2
474,417,2
475,400,1
476,413,1
479,390,1
483,387,1
485,388,2
