"Y","X","numRealSurveysInCell"
62,255,1
66,207,1
67,259,1
67,265,1
69,269,1
70,253,1
72,415,1
72,421,1
74,176,1
74,204,1
74,284,1
76,198,2
76,241,2
76,253,1
77,190,1
77,403,1
78,173,1
78,246,1
78,269,1
78,279,1
79,179,1
79,189,2
80,168,1
80,231,1
82,183,1
82,240,1
83,169,1
84,173,1
84,292,1
85,168,1
85,184,1
85,253,1
87,191,1
87,205,1
88,251,1
88,420,1
89,270,1
90,166,1
90,179,2
91,167,1
91,199,2
93,361,1
94,293,1
94,396,1
95,417,1
96,268,1
97,166,1
97,202,1
97,254,1
98,170,1
98,189,1
99,168,1
99,177,2
99,287,1
101,166,1
101,191,1
101,205,1
101,258,1
101,265,1
101,376,1
101,418,1
102,241,1
103,267,1
103,279,1
103,400,1
104,270,1
104,383,1
105,200,1
105,208,1
106,257,1
106,292,1
109,214,1
109,270,1
109,397,1
110,197,1
110,422,1
111,193,1
111,403,1
111,409,1
112,238,1
113,236,1
113,253,1
113,398,1
113,418,1
114,204,1
115,337,1
116,230,1
116,267,1
117,262,1
118,207,1
118,401,1
120,405,1
122,391,1
123,265,1
126,404,1
129,261,1
129,338,1
130,204,1
133,172,1
136,180,1
136,404,1
139,189,1
144,333,1
146,400,1
146,458,1
148,213,1
148,330,1
148,340,1
148,405,1
149,451,1
151,163,1
151,349,1
151,362,1
153,169,1
153,346,1
154,356,1
154,414,1
154,439,1
155,457,1
157,329,1
157,349,1
157,421,1
158,162,1
159,162,1
160,203,1
161,343,1
162,455,1
163,327,1
164,306,1
165,314,1
168,312,1
168,333,1
170,429,1
171,171,1
171,451,1
172,436,1
173,321,1
174,179,1
174,411,1
174,445,1
176,156,1
178,168,1
180,224,1
181,331,1
181,405,1
182,156,1
184,407,1
186,155,1
186,211,1
189,333,1
192,154,1
193,405,1
193,406,1
195,150,1
195,336,1
200,406,1
201,152,1
201,226,1
205,152,1
206,403,1
207,164,1
207,192,1
207,230,1
212,406,1
214,181,1
215,168,1
215,173,1
215,198,1
218,178,1
222,406,1
224,197,1
225,222,1
228,216,1
229,404,1
234,199,1
238,390,1
239,235,1
240,404,1
241,232,1
241,405,1
242,488,1
243,236,1
243,237,1
244,500,1
245,382,1
245,410,1
245,487,1
246,233,1
247,233,1
247,238,1
247,501,1
249,234,1
249,436,2
250,417,1
250,425,1
251,440,1
252,386,1
252,486,1
253,393,1
254,234,1
255,360,1
255,372,1
255,376,1
256,232,1
256,355,1
257,407,1
258,540,1
259,486,1
259,535,1
260,383,1
262,400,1
262,460,1
265,385,1
265,455,1
265,490,1
265,494,1
266,437,1
267,415,1
267,529,1
268,381,1
269,368,1
269,395,1
270,367,1
270,377,1
270,452,1
270,490,1
273,429,1
274,452,1
274,529,1
275,549,1
276,469,1
277,435,1
278,387,1
279,374,1
279,398,1
279,430,1
280,392,1
280,434,1
280,504,1
281,446,1
284,449,1
284,549,1
285,458,1
285,465,1
285,471,1
286,439,1
286,527,1
287,434,1
287,453,1
289,493,1
289,500,1
290,548,1
291,477,1
292,272,1
292,276,1
292,489,1
293,220,1
293,279,1
294,224,1
295,227,1
295,404,1
295,434,1
295,482,1
295,530,1
296,221,1
296,223,1
296,226,1
296,543,1
297,225,1
297,227,1
297,230,1
297,268,1
297,271,1
297,444,1
297,451,1
299,429,1
300,223,1
300,501,1
301,218,1
301,407,1
301,493,1
302,416,1
303,232,1
303,385,1
303,400,1
303,423,1
303,499,1
304,213,1
