"Y","X","numRealSurveysInCell"
2862,5991,1
2862,6074,1
2866,6051,1
2868,6075,1
2873,6051,1
2875,6051,1
2876,6066,1
2877,6072,1
2877,6075,1
2879,6059,1
2879,6077,1
2881,6023,1
2883,6045,1
2884,6067,1
2884,6078,1
2885,6078,1
2886,6019,1
2886,6050,1
2888,6007,1
2888,6025,1
2888,6055,1
2888,6076,1
2888,6088,1
2889,6059,1
2890,6005,1
2890,6081,1
2891,6016,1
2894,6003,1
2895,5969,1
2897,5985,1
2897,6050,1
2898,5992,1
2899,5977,1
2899,6021,1
2899,6061,1
2899,6081,1
2900,6065,1
2905,6051,1
2905,6064,1
2906,5999,1
2906,6014,1
2909,6082,1
2912,5996,1
2913,6057,1
2914,5973,1
2914,5991,1
2914,6010,1
2915,5985,1
2915,6008,1
2915,6017,1
2915,6032,1
2916,5978,1
2918,6051,1
2918,6063,1
2920,5976,1
2920,5993,1
2920,6022,1
2920,6057,1
2921,6002,1
2921,6066,1
2922,5986,1
2925,6035,1
2925,6043,1
2926,5980,1
2927,5997,1
2927,6018,1
2928,6001,1
2928,6023,1
2928,6066,1
2929,5975,1
2930,6012,1
2931,6012,1
2932,6017,1
2932,6035,1
2933,6023,1
2935,6008,1
2935,6041,1
2936,6035,1
2937,6015,1
2937,6024,1
2937,6046,1
2937,6074,1
2939,6050,1
2940,6010,1
2942,6021,1
2943,6035,1
2944,6007,1
2947,6012,1
2947,6015,1
2948,6019,1
2950,6006,1
2950,6037,1
2950,6086,1
2952,5991,1
2952,6025,1
2955,6077,1
2956,5996,1
2960,6068,1
2961,5982,1
2961,5990,1
2962,6037,1
2966,6002,1
2967,5990,1
2968,6042,1
2968,6047,1
2969,5972,1
2970,5982,1
2970,5983,1
2970,5997,1
2970,6054,1
2970,6065,1
2971,6059,1
2974,5983,1
2975,5997,1
2977,6040,1
2979,6000,1
2980,5972,1
2980,6005,1
2981,5976,1
