"year","datetime","latitude","longitude","cbsd_foliar_bool","cbsd_stem_bool","cbsd_root_bool","cmd_foliar_bool","adult_whitefly_mean","num_plants_surveyed_any","num_plants_surveyed_whitefly","cbsd_any_bool","crnd_foliar_bool","crnd_stem_bool","crnd_root_bool","crnd_any_bool","cbsd_or_crnd_any_bool","country_code","data_source","merged_id"
2008,NA,1.93285,32.13115,FALSE,NA,NA,TRUE,2.533333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_121"
2008,NA,3.633,31.68299,FALSE,NA,NA,FALSE,0.2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_122"
2008,NA,3.63231,31.66378,FALSE,NA,NA,TRUE,0.4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_123"
2008,NA,3.61372,31.66047,FALSE,NA,NA,TRUE,1.133333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_124"
2008,NA,3.60378,31.54126,FALSE,NA,NA,NA,0.666666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_125"
2008,NA,3.60378,31.54126,FALSE,NA,NA,NA,0.866666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_126"
2008,NA,3.58242,31.55442,FALSE,NA,NA,FALSE,1.533333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_127"
2008,NA,3.6528,31.75965,FALSE,NA,NA,FALSE,0.866666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_128"
2008,NA,3.63443,31.79637,FALSE,NA,NA,TRUE,0.666666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_129"
2008,NA,3.64648,31.81226,FALSE,NA,NA,TRUE,1.066666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_130"
2008,NA,3.7019,31.7681,FALSE,NA,NA,TRUE,0.333333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_131"
2008,NA,3.69735,31.78812,FALSE,NA,NA,TRUE,0.466666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_132"
2008,NA,3.73606,31.79204,FALSE,NA,NA,FALSE,0.933333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_133"
2008,NA,3.74194,31.80008,FALSE,NA,NA,TRUE,0.866666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_134"
2008,NA,3.63501,31.71958,FALSE,NA,NA,FALSE,1.466666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_135"
2008,NA,3.62927,31.65742,FALSE,NA,NA,TRUE,0.8,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_136"
2008,NA,3.62316,31.71867,FALSE,NA,NA,TRUE,0.4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_137"
