"x","y","hostVals","numFieldsAtCellIndexes","propThatIsOneFieldVec","randomCellIndex","name"
3.52083333365846,6.55416666727045,1,1000,0.001,39410643,"NGA_lagos"
3.49583333365818,6.56250000060389,1,1000,0.001,39399975,"NGA_lagos"
3.49583333365818,6.83750000060743,0.0378409549593925,38,0.0263157894736842,39048030,"NGA_lagos"
3.20416666698823,6.40416666726852,0.138815805315971,139,0.00719424460431655,39602575,"NGA_lagos"
3.48750000032475,6.7708333339399,0.482121765613556,483,0.0020703933747412,39133349,"NGA_lagos"
