"Y","X","numRealSurveysInCell"
2904,6084,1
2905,6121,1
2907,6051,1
2910,6125,1
2911,6083,1
2913,6083,1
2913,6135,1
2913,6156,1
2916,6055,1
2918,6050,1
2918,6154,1
2919,6056,1
2920,6049,1
2920,6131,1
2921,6113,1
2921,6136,1
2922,6058,1
2922,6122,1
2922,6152,1
2924,6044,1
2924,6130,1
2925,6118,1
2926,6117,1
2926,6134,1
2926,6146,1
2927,6062,1
2928,6066,1
2928,6154,1
2929,6046,1
2929,6066,1
2930,6121,1
2930,6123,1
2930,6146,1
2931,6136,1
2933,6120,1
2934,6069,1
2934,6071,1
2934,6109,1
2934,6147,1
2935,6103,1
2935,6123,1
2935,6155,1
2935,6173,1
2936,6070,1
2936,6121,1
2936,6166,1
2937,6113,1
2937,6169,1
2938,6111,1
2939,6125,1
2940,6147,1
2941,6111,1
2941,6118,1
2941,6121,1
2942,6156,1
2942,6173,1
2943,6122,1
2944,6124,1
2945,6126,1
2945,6133,1
2945,6150,1
2946,6145,1
2947,6121,1
2947,6123,1
2948,6156,1
2949,6159,1
2950,6152,1
2950,6155,1
2951,6119,1
2952,6125,1
2952,6127,1
2952,6131,1
2953,6152,1
2957,6128,1
2966,6144,1
2970,6049,1
2970,6055,1
2971,6058,1
2976,6048,1
