"x","y","layer"
15.6124996534719,0.00416632262644523,0.00512820482254028
15.8874996533624,-0.479167010514301,0.00450450507923961
15.8958329866925,-0.479167010514301,0.0040000001899898
15.9041663200225,-0.479167010514301,0.0178571436554193
15.8874996533624,-0.487500343844314,0.00600000005215406
15.8958329866925,-0.487500343844314,0.00800000037997961
15.9041663200225,-0.487500343844314,0.0149999996647239
15.9124996533525,-0.487500343844314,0.0040000001899898
15.9124996533525,-0.495833677174327,0.00100000004749745
16.0374996533027,-0.762500343734738,0.200000002980232
15.2291663202911,-0.804167010384802,0.0175438597798347
14.8208329871203,-0.879167010354919,0.0110803321003914
14.8291663204503,-0.879167010354919,0.00507614202797413
14.8124996537903,-0.887500343684931,0.00706214690580964
14.8208329871203,-0.887500343684931,0.00999999977648258
14.8291663204503,-0.887500343684931,0.00549450516700745
14.8208329871203,-0.895833677014944,0.0067114089615643
15.9791663199926,-1.15416701024534,0.015931373462081
15.9708329866626,-1.16250034357536,0.0149999996647239
15.9791663199926,-1.16250034357536,0.0270000007003546
15.9874996533226,-1.16250034357536,0.0140350880101323
15.9958329866527,-1.16250034357536,0.0166666675359011
15.670832986782,-1.22083367688545,0.0491803288459778
16.145832986593,-1.22083367688545,0.0188679248094559
15.9124996533525,-1.22916701021546,0.0703971087932587
15.9208329866825,-1.22916701021546,0.200000002980232
15.9124996533525,-1.23750034354547,0.25
15.8958329866925,-1.26250034353551,0.0140485311858356
15.9041663200225,-1.26250034353551,0.0285714296624064
15.8874996533624,-1.27083367686552,0.0609999996377155
15.8958329866925,-1.27083367686552,0.0180000001564622
15.8874996533624,-1.27916701019554,0.200000002980232
15.5291663201717,-1.32916701017561,0.0204081628471613
16.3708329865034,-1.36250034349566,0.00934579409658909
16.5541663197638,-1.48750034344586,0.117647059261799
15.3958329868914,-1.54583367675595,0.333333343267441
16.0124996533127,-1.54583367675595,0.0399999991059303
14.9958329870506,-1.60416701006604,0.25
15.5124996535117,-1.62916701005608,1
16.1374996532629,-1.67083367670614,1
15.9791663199926,-1.68750034336617,0.0113207548856735
