"Y","X","numRealSurveysInCell"
1865,5990,1
1865,6073,1
1869,6050,1
1871,6074,1
1876,6050,1
1878,6050,1
1879,6065,1
1880,6071,1
1880,6074,1
1882,6058,1
1882,6076,1
1884,6022,1
1886,6044,1
1887,6066,1
1887,6077,1
1888,6077,1
1889,6018,1
1889,6049,1
1891,6006,1
1891,6024,1
1891,6054,1
1891,6075,1
1891,6087,1
1892,6058,1
1893,6004,1
1893,6080,1
1894,6015,1
1897,6002,1
1898,5968,1
1900,5984,1
1900,6049,1
1901,5991,1
1902,5976,1
1902,6020,1
1902,6060,1
1902,6080,1
1903,6064,1
1908,6050,1
1908,6063,1
1909,5998,1
1909,6013,1
1912,6081,1
1915,5995,1
1916,6056,1
1917,5972,1
1917,5990,1
1917,6009,1
1918,5984,1
1918,6007,1
1918,6016,1
1918,6031,1
1919,5977,1
1921,6050,1
1921,6062,1
1923,5975,1
1923,5992,1
1923,6021,1
1923,6056,1
1924,6001,1
1924,6065,1
1925,5985,1
1928,6034,1
1928,6042,1
1929,5979,1
1930,5996,1
1930,6017,1
1931,6000,1
1931,6022,1
1931,6065,1
1932,5974,1
1933,6011,1
1934,6011,1
1935,6016,1
1935,6034,1
1936,6022,1
1938,6007,1
1938,6040,1
1939,6034,1
1940,6014,1
1940,6023,1
1940,6045,1
1940,6073,1
1942,6049,1
1943,6009,1
1945,6020,1
1946,6034,1
1947,6006,1
1950,6011,1
1950,6014,1
1951,6018,1
1953,6005,1
1953,6036,1
1953,6085,1
1955,5990,1
1955,6024,1
1958,6076,1
1959,5995,1
1963,6067,1
1964,5981,1
1964,5989,1
1965,6036,1
1969,6001,1
1970,5989,1
1971,6041,1
1971,6046,1
1972,5971,1
1973,5981,1
1973,5982,1
1973,5996,1
1973,6053,1
1973,6064,1
1974,6058,1
1977,5982,1
1978,5996,1
1980,6039,1
1982,5999,1
1983,5971,1
1983,6004,1
1984,5975,1
