"Y","X","numRealSurveysInCell"
1872,6050,1
1876,6000,1
1877,6088,1
1880,6071,1
1882,6060,1
1885,6076,1
1886,6017,1
1889,6049,1
1890,6016,1
1891,6073,1
1892,6021,1
1896,6013,1
1897,6048,1
1897,6077,1
1900,5980,1
1900,6006,1
1902,5971,1
1904,5988,1
1904,6067,1
1904,6089,1
1905,6017,1
1905,6050,1
1905,6080,1
1909,6050,1
1910,5980,1
1911,5989,1
1911,5997,1
1911,6061,1
1913,5993,1
1915,6082,1
1916,6003,2
1917,6008,1
1917,6051,1
1918,6015,1
1920,5974,1
1921,6026,1
1922,6083,1
1923,6020,1
1924,6022,1
1924,6060,1
1925,5979,1
1925,6004,1
1926,5984,1
1927,6042,1
1929,6064,1
1930,6017,1
1931,6005,1
1932,6040,1
1933,6011,1
1935,6011,1
1935,6016,1
1936,6024,1
1937,6070,1
1940,6023,1
1940,6071,1
1941,6041,1
1942,6002,1
1942,6007,1
1942,6078,1
1944,6034,1
1944,6080,1
1945,5982,1
1945,6024,1
1946,6028,1
1947,6009,1
1949,6004,1
1952,5992,1
1952,6009,1
1953,6076,1
1954,6014,1
1956,6028,1
1956,6033,1
1964,5981,1
1964,6035,1
1969,5979,1
1970,5971,1
1970,5982,1
1970,6041,1
1972,5975,1
1972,5980,1
1973,6052,1
1974,6042,1
1974,6058,1
1978,6039,1
1979,5980,1
1984,6009,1
1986,5978,1
1992,5972,1
1992,6000,1
