"Y","X","numRealSurveysInCell"
1846,6100,1
1847,5879,1
1850,5879,1
1852,5874,1
1853,6100,1
1854,5888,1
1856,6078,1
1858,5871,1
1859,6082,1
1860,5877,1
1860,5891,1
1861,5883,1
1862,5888,1
1863,6098,1
1866,5894,1
1870,5825,1
1870,6094,1
1871,5869,1
1872,5819,1
1872,5900,1
1873,5831,1
1873,5873,1
1876,5814,1
1876,5866,1
1877,5895,1
1879,5832,1
1879,5905,1
1881,5811,1
1882,5864,1
1884,5909,1
1885,5832,1
1886,5810,1
1886,5876,1
1887,5823,1
1888,5913,1
1890,5862,1
1890,5919,1
1892,5811,1
1892,5921,1
1892,6095,1
1894,5811,1
1894,5834,1
1894,5918,1
1895,5856,1
1896,5817,1
1896,5923,1
1897,5916,1
1897,6095,1
1899,5849,1
1899,5927,1
1902,5833,1
1902,5918,1
1902,6093,1
1903,5931,1
1905,5826,1
1905,5864,1
1906,5834,1
1906,5935,1
1907,5852,1
1907,5917,1
1909,5842,1
1910,5832,1
1910,5850,1
1910,6090,1
1912,5837,1
1913,5941,1
1913,5961,1
1917,5949,1
1921,5943,1
1921,5951,1
1955,5725,1
1956,5722,1
1960,5720,1
1960,5727,1
1961,5708,1
1963,5713,1
1963,5718,1
1967,5716,1
1974,5715,1
1975,5709,1
1975,5723,1
1976,5703,1
1976,5711,1
1977,5704,1
1980,5707,1
1989,5697,1
1992,5672,1
1992,5697,1
1993,5693,1
1994,5674,1
1994,5676,1
1995,5676,1
1995,5688,1
1995,5694,1
1996,5672,1
1997,5674,1
1997,5677,1
1998,5675,1
2001,5678,1
2001,5683,1
2004,5908,1
2006,5893,1
2006,5912,1
2010,5913,1
2011,5890,1
2015,5732,1
2015,5893,1
2016,5898,1
2016,5914,1
2017,5899,1
2017,5936,1
2020,5903,1
2022,5914,1
2023,5926,1
2025,5732,1
2025,5900,1
2026,5727,1
2026,5904,1
2027,5720,1
2027,5913,1
2028,5724,1
2030,5924,1
2031,5715,1
2033,5719,1
2033,5721,1
2033,5911,1
2034,5899,1
2036,5716,1
2038,5904,1
2042,5715,1
2044,5908,1
2045,5910,1
2047,5904,1
2049,5901,1
2050,5907,1
2051,5717,1
2052,5891,1
2054,5877,1
2055,5903,1
2057,5880,1
2058,5886,1
2059,5717,1
2062,5851,1
2063,5715,1
2064,5890,1
2065,5710,1
2065,5895,1
2066,5714,1
2066,5718,1
2066,5855,1
2067,5715,2
2067,5887,1
2067,5903,1
2068,5702,1
2071,5699,1
2071,5745,1
2071,5896,1
2072,5720,1
2074,5699,1
2074,5890,1
2076,5713,1
2076,5861,1
2077,5704,1
2077,5707,1
2077,5709,1
2077,5891,1
2079,5698,1
2079,5902,1
2080,5700,1
2080,5897,1
2081,5698,1
2081,5868,1
2081,5885,1
2083,5872,1
2085,5878,1
2086,5886,1
2087,5881,1
2087,5883,1
2089,5873,1
2092,5872,1
2096,5884,1
2097,5879,1
2098,5875,1
2101,5886,1
2102,5883,1
2105,5887,1
2107,5880,1
2115,5874,1
2122,5874,1
