"Y","X","numRealSurveysInCell"
3437,6085,1
3440,6084,1
3445,6080,1
3454,6074,1
3467,6071,1
3472,6073,1
3479,6082,1
3482,6077,1
3483,6059,1
3483,6072,1
3486,6060,1
3489,6068,1
3495,6078,1
3500,6073,1
3523,6055,1
3532,6054,1
3569,6058,1
3577,5929,1
3578,5929,1
3579,5926,2
3579,5930,1
3580,5930,1
3582,5933,1
3583,5935,1
3589,5934,1
3589,5935,1
3590,5936,1
3592,5940,1
3592,6052,1
3594,5964,1
3595,5958,1
3599,5949,1
3603,5934,1
3603,5976,1
3610,6041,1
3618,5991,1
3621,5997,1
3643,6025,1
3676,5968,1
3690,5946,1
3693,5939,1
3695,5860,1
3702,5859,1
3703,5859,1
3709,5862,1
3717,5870,1
3719,5872,1
3723,5868,1
3749,5813,1
