"Y","X","numRealSurveysInCell"
1629,6071,1
1640,6054,1
1647,6073,1
1648,6054,1
1651,6057,1
1652,6056,1
1652,6066,1
1655,6076,1
1658,6037,1
1659,6047,1
1660,6059,1
1668,6054,1
1669,6064,1
1672,6037,1
1673,6067,1
1674,6058,1
1679,6053,1
1679,6058,1
1681,6047,1
1683,6075,1
1687,6042,1
1703,6053,1
1705,6060,1
1711,6052,1
1718,5827,1
1718,6060,1
1721,6056,1
1728,6045,1
1729,6043,1
1729,6054,1
1732,6076,1
1735,6044,1
1739,6082,1
1741,6046,1
1743,6051,1
1747,6009,1
1747,6070,1
1747,6078,1
1748,6059,1
1749,6023,1
1750,6043,1
1752,6053,1
1753,6002,1
1756,5994,1
1756,6023,1
1756,6054,1
1757,6015,1
1759,6043,1
1759,6058,1
1762,6008,1
1765,6013,1
1767,5989,1
1767,6023,1
1768,6027,1
1769,6007,1
1770,6046,1
1774,6037,1
1775,6131,1
1776,6027,1
1776,6051,1
1779,5936,1
1780,6084,1
1781,5929,1
1781,6005,1
1781,6021,1
1781,6110,1
1781,6134,1
1782,6121,1
1783,6090,1
1783,6140,1
1784,5942,1
1786,5909,1
1786,6104,1
1786,6127,1
1786,6155,1
1787,6143,1
1788,5927,1
1788,6078,1
1788,6093,1
1789,6096,1
1789,6137,1
1789,6152,1
1791,5918,1
1791,6083,1
1793,6123,1
1793,6132,1
1794,5947,1
1794,6101,1
1795,6095,1
1796,6154,1
1797,5911,1
1797,6079,1
1797,6133,1
1797,6144,1
1798,6083,1
1798,6096,1
1798,6149,1
1800,6073,1
1800,6126,1
1801,5884,1
1801,6102,1
1802,6131,1
1802,6144,1
1803,5901,1
1803,6080,1
1803,6140,1
1803,6145,1
1804,5894,1
1804,6067,1
1804,6096,1
1805,5862,1
1805,5947,1
1807,5888,1
1807,5914,1
1808,5905,1
1808,6174,1
1809,5926,1
1810,5965,1
1810,6069,1
1811,5981,1
1811,6145,1
1813,5898,1
1813,5977,1
1814,5849,1
1814,5856,1
1814,5936,1
1815,5951,1
1815,5985,1
1815,6173,1
1816,5842,1
1816,6168,1
1818,5864,1
1818,5916,1
1818,6185,1
1819,5892,1
1820,5852,1
1820,6000,1
1820,6173,1
1821,5988,1
1821,6180,1
1822,6176,1
1823,5959,1
1823,5971,1
1823,6187,1
1824,5858,1
1825,5885,1
1825,6004,1
1825,6167,1
1826,5875,1
1826,6161,1
1826,6165,1
1827,6175,1
1830,5830,1
1830,5995,1
1832,6169,1
1833,5869,1
1833,6183,1
1834,5980,1
1834,6174,1
1834,6177,1
1836,5840,1
1838,6173,1
1839,5862,1
1839,5996,1
1840,5872,1
1841,5990,1
1841,6042,1
1841,6164,1
1843,5847,1
1844,6017,1
1845,5877,1
1845,5998,1
1845,6169,1
1846,6005,1
1847,5841,1
1848,5862,1
1849,5851,1
1849,6139,1
1850,6143,1
1850,6148,1
1850,6168,1
1851,6155,1
1852,6135,1
1852,6165,1
1853,6047,1
1853,6150,1
1855,6141,1
1856,6070,1
1857,5859,1
1857,6077,1
1858,6149,1
1858,6158,1
1859,6142,1
1860,6050,1
1861,6151,1
1863,6147,1
1863,6151,1
1863,6157,1
1865,6140,1
1865,6162,2
1866,5896,1
1867,6169,1
1873,5872,1
1875,5902,1
1876,5831,1
1880,5841,1
1882,5824,1
1882,5875,1
1883,5907,1
1888,5814,1
1889,5886,1
1889,5921,1
1890,5894,1
1890,5913,1
1892,5797,1
1892,5844,1
1893,5875,1
1893,6098,1
1895,5812,1
1895,5850,1
1895,5920,1
1896,6095,1
1897,5819,1
1897,5908,1
1898,5900,1
1899,5927,1
1901,5871,1
1901,5917,1
1903,6093,1
1905,5826,1
1905,5934,1
1906,5890,1
1907,5917,1
1909,5857,1
1909,5906,1
1910,5847,1
1910,5869,1
1911,5943,1
1913,5831,1
1916,5876,1
1916,5912,1
1917,5840,1
1917,5847,1
1919,5919,1
1919,5947,1
1919,5960,1
1922,5954,1
1923,5879,1
1923,6156,1
1925,6151,1
1925,6162,1
1926,5886,1
1926,5946,1
1926,5957,1
1928,5872,1
1928,6154,1
1929,6145,1
1930,6159,1
1930,6162,1
1931,5923,1
1932,6153,1
1933,6172,1
1934,6166,1
1936,6155,1
1937,5867,1
1937,5875,1
1938,6153,1
1938,6174,1
1939,6112,2
1940,6122,1
1941,5882,1
1942,5890,1
1942,5927,1
1942,6102,1
1942,6161,1
1943,6150,1
1944,6146,1
1946,6118,1
1946,6121,1
1947,5901,1
1948,5910,1
1948,6124,1
1948,6130,1
1949,6143,1
1949,6160,1
1950,5933,1
1953,6123,1
1953,6134,1
1954,5901,1
1954,6140,1
1955,5889,1
1955,6146,1
1955,6159,1
1957,6150,1
1958,5894,1
1959,6138,1
1960,6129,1
1963,6125,1
1964,6128,1
1964,6129,1
1965,6123,1
1972,6124,1
1972,6126,1
2129,5758,1
