"Y","X","numRealSurveysInCell"
1866,6083,1
1868,6064,1
1874,6006,1
1880,6088,1
1881,6006,2
1881,6080,1
1884,6082,1
1887,6018,1
1888,6078,1
1890,6072,1
1890,6080,1
1892,5987,1
1892,6048,1
1894,6004,1
1895,6015,1
1896,6074,1
1897,6006,1
1897,6021,1
1899,5970,1
1899,6007,1
1900,6048,1
1900,6078,1
1901,5992,1
1902,5986,1
1904,6057,1
1907,5989,1
1907,5997,1
1908,6088,1
1909,5992,1
1909,6004,1
1910,5975,1
1910,6050,1
1911,5981,1
1912,6052,1
1914,5996,1
1914,6004,1
1914,6063,1
1915,5972,1
1915,6082,1
1916,6001,1
1918,6005,1
1918,6014,1
1918,6050,1
1919,5984,1
1920,6027,1
1920,6044,1
1920,6052,1
1920,6064,1
1922,5995,1
1922,6054,1
1924,5978,1
1924,6048,1
1925,5997,1
1925,6057,1
1926,6008,1
1927,6012,1
1928,5982,1
1928,6041,1
1928,6050,1
1928,6064,1
1929,5997,1
1930,6017,1
1931,6004,1
1932,6064,1
1933,6011,1
1934,6054,1
1936,6002,1
1938,5992,1
1938,6022,1
1939,5998,1
1940,6058,1
1941,5978,1
1941,6063,1
1943,5986,1
1943,6021,1
1944,5980,1
1946,5983,1
1946,5994,1
1948,6034,1
1950,5998,1
1951,6008,1
1951,6022,1
1954,6035,1
1957,6047,1
1958,5996,1
1958,6001,1
1958,6043,1
1958,6049,1
1959,6040,1
1960,6030,1
1962,6030,1
1962,6035,1
1964,6026,1
1964,6030,1
1968,6038,1
1970,6050,1
1970,6060,1
1971,5978,1
1972,5971,1
1972,6002,1
1972,6042,1
1973,5989,1
1973,6052,1
1974,6042,1
1974,6058,1
1976,6042,1
1979,6000,1
1982,5976,1
1983,6005,1
1984,5992,1
1986,6015,1
1987,5971,1
1988,6011,1
1991,5987,1
