"Y","X","numRealSurveysInCell"
1630,5788,1
1636,5792,1
1642,5793,1
1651,5797,1
1658,5802,1
1665,5788,1
1666,5784,1
1668,5776,1
1672,5771,1
1680,5769,1
1718,5827,1
1723,5827,1
1725,5827,1
1732,5797,1
1732,5811,1
1735,5803,1
1737,5780,1
1737,5781,1
1737,5795,1
1739,5791,1
1748,5777,1
1756,5779,1
1764,5779,1
1765,5774,1
1771,5765,1
1773,5764,1
1774,5763,1
1776,5762,1
1784,5756,1
1795,5741,1
1799,5737,1
1816,5535,1
1819,5734,1
1821,5730,1
1824,5723,1
1826,5716,1
1827,5708,1
1829,5690,1
1832,5683,1
1833,5419,1
1834,5449,1
1834,5471,1
1835,5627,1
1837,5672,1
1839,5638,1
1839,5651,1
1840,5589,1
1840,5607,1
1840,5640,1
1840,5656,1
