"simKey","numFieldsInf","ngaBool","rank"
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6042-0",109914491.170627,TRUE,275
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2520-0",110048919.60621,TRUE,276
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9214-0",110135482.0833,TRUE,277
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1823-0",110938395.422534,TRUE,278
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7877-0",111871044.305873,TRUE,279
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2125-0",111998057.493438,TRUE,280
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2600-0",112014235.399202,TRUE,281
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job227-0",113131364.375326,TRUE,282
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7562-0",114060796.537574,TRUE,283
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1216-0",114219282.408367,TRUE,284
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8107-0",114382358.138504,TRUE,285
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2396-0",115171777.059202,TRUE,286
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6275-0",115241873.619333,TRUE,287
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3063-0",117423742.371717,TRUE,288
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8836-0",118554417.986431,TRUE,289
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7630-0",119179700.108175,TRUE,290
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3991-0",120460344.110401,TRUE,291
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5622-0",121059250.59956,TRUE,292
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job92-0",121201760.038856,TRUE,293
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4214-0",121224472.968758,TRUE,294
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5289-0",121266051.25756,TRUE,295
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1428-0",121292143.900708,TRUE,296
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4671-0",121579649.421399,TRUE,297
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8071-0",121816770.767686,TRUE,298
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6106-0",122265628.333822,TRUE,299
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2611-0",122310806.665341,TRUE,300
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9191-0",122637733.708263,TRUE,301
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4358-0",122804247.201291,TRUE,302
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8414-0",123219491.619832,TRUE,303
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5991-0",123248189.299574,TRUE,304
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6000-0",123328791.955357,TRUE,305
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4461-0",123416705.651063,TRUE,306
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2530-0",123453560.889095,TRUE,307
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2132-0",123587372.758525,TRUE,308
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5034-0",123657667.813573,TRUE,309
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3210-0",123688062.597476,TRUE,310
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6207-0",123842010.858871,TRUE,311
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3009-0",123977873.38533,TRUE,312
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5221-0",124218592.277508,TRUE,313
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4523-0",124359308.085978,TRUE,314
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4732-0",124557382.298219,TRUE,315
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3109-0",124751044.473791,TRUE,316
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1043-0",124815688.021569,TRUE,317
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job197-0",124880360.21271,TRUE,318
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2964-0",125075755.735389,TRUE,319
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9733-0",125149790.019526,TRUE,320
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6029-0",125248788.771756,TRUE,321
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9185-0",125258621.754387,TRUE,322
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8058-0",125278704.221333,TRUE,323
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6425-0",125321217.81022,TRUE,324
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5459-0",125333172.036294,TRUE,325
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7609-0",125445117.864481,TRUE,326
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1885-0",125640847.359893,TRUE,327
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6556-0",125688749.970029,TRUE,328
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4702-0",125944336.219012,TRUE,329
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5591-0",125977857.705296,TRUE,330
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2453-0",125999623.261701,TRUE,331
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8882-0",126011079.023698,TRUE,332
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4169-0",126235252.807717,TRUE,333
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2551-0",126245203.209244,TRUE,334
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8902-0",126444389.220869,TRUE,335
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1666-0",126464812.364629,TRUE,336
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9031-0",126500612.988204,TRUE,337
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1881-0",126781115.798337,TRUE,338
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9346-0",127419723.423709,TRUE,339
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job893-0",127584661.049597,TRUE,340
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3591-0",127728507.167031,TRUE,341
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8111-0",127742927.939727,TRUE,342
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job600-0",127769005.890551,TRUE,343
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4131-0",127889268.085353,TRUE,344
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2033-0",127950689.282762,TRUE,345
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9131-0",127950843.304173,TRUE,346
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2359-0",127976715.784044,TRUE,347
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7549-0",128185776.469383,TRUE,348
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1673-0",128348098.902563,TRUE,349
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2172-0",128454254.115791,TRUE,350
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6382-0",128481977.632072,TRUE,351
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5040-0",128686685.398696,TRUE,352
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7533-0",128727481.896977,TRUE,353
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9919-0",128949984.154023,TRUE,354
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5540-0",128970974.988663,TRUE,355
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4542-0",129037004.499001,TRUE,356
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4771-0",129155153.173697,TRUE,357
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4854-0",129161186.058632,TRUE,358
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1761-0",129215320.268483,TRUE,359
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9525-0",129242969.498352,TRUE,360
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job421-0",129358574.504947,TRUE,361
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9986-0",129406973.190597,TRUE,362
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5789-0",129528984.661501,TRUE,363
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1802-0",129627234.229911,TRUE,364
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1679-0",129855253.406836,TRUE,365
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6601-0",129871293.815782,TRUE,366
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9311-0",129892746.007773,TRUE,367
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9253-0",129942028.556017,TRUE,368
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5441-0",129965517.521479,TRUE,369
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6802-0",129999897.06826,TRUE,370
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9000-0",130152499.801068,TRUE,371
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2954-0",130248709.030991,TRUE,372
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8762-0",130299600.342136,TRUE,373
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9293-0",130370907.754298,TRUE,374
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job292-0",130498205.273811,TRUE,375
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job170-0",130584995.993333,TRUE,376
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6448-0",130771321.088447,TRUE,377
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9830-0",130951643.378594,TRUE,378
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job163-0",131201897.973114,TRUE,379
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5845-0",131214835.246208,TRUE,380
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5316-0",131374880.683786,TRUE,381
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job386-0",131411558.57121,TRUE,382
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job917-0",131500256.713793,TRUE,383
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6007-0",131569622.572943,TRUE,384
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5089-0",131572877.637619,TRUE,385
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2354-0",131583249.142224,TRUE,386
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7610-0",131809367.754073,TRUE,387
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5252-0",131810698.759363,TRUE,388
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job362-0",131867719.579994,TRUE,389
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3601-0",131933192.291857,TRUE,390
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job977-0",131990169.371514,TRUE,391
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9610-0",132413404.710455,TRUE,392
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7786-0",132469179.109924,TRUE,393
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1838-0",132534177.443061,TRUE,394
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job4390-0",132704216.980112,TRUE,395
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job6822-0",132944408.891579,TRUE,396
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2587-0",132969509.198372,TRUE,397
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job844-0",132974438.594339,TRUE,398
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5224-0",132977337.875965,TRUE,399
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7006-0",133060712.402727,TRUE,400
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9746-0",133107939.600721,TRUE,401
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2928-0",133140763.948249,TRUE,402
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job873-0",133172902.849327,TRUE,403
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job9407-0",133211982.239676,TRUE,404
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2810-0",133236105.753313,TRUE,405
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job5879-0",133243828.395083,TRUE,406
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7866-0",133341253.845246,TRUE,407
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job8954-0",133348510.337263,TRUE,408
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job1295-0",133436257.748635,TRUE,409
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7400-0",133748339.572159,TRUE,410
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job2173-0",133883465.092927,TRUE,411
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job7772-0",134477003.945141,TRUE,412
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job719-0",134534524.349613,TRUE,413
"2022_05_16_cross_continental_endemic-2022_05_16_batch_0-job3398-0",135216032.43426,TRUE,414
