"Y","X","numRealSurveysInCell"
1865,6083,1
1868,5999,1
1869,6050,1
1870,6060,1
1870,6062,1
1870,6080,1
1871,6009,1
1872,6061,1
1875,6068,1
1877,6075,1
1879,6065,1
1879,6081,1
1879,6088,1
1883,6050,1
1883,6068,1
1883,6082,1
1884,6055,1
1886,6067,1
1888,6051,1
1888,6078,1
1889,6019,1
1890,6016,1
1890,6056,1
1890,6072,1
1890,6080,1
1891,6048,1
1891,6086,1
1892,5987,1
1892,6003,1
1894,5989,1
1895,6022,1
1895,6074,1
1895,6083,1
1898,6060,1
1899,6006,1
1899,6078,1
1900,5986,1
1900,5988,1
1900,6049,1
1901,5980,1
1901,5992,1
1901,6021,1
1902,6087,1
1903,6057,1
1904,5982,1
1904,6004,1
1904,6076,1
1905,6081,1
1907,5983,1
1908,6008,1
1908,6024,1
1908,6088,1
1910,5979,1
1910,6050,1
1911,5972,1
1912,6010,1
1912,6049,1
1912,6060,1
1913,6067,1
1914,6066,1
1915,6082,1
1916,5972,1
1916,6006,1
1916,6012,1
1917,6051,1
1917,6069,1
1918,5987,1
1920,6044,1
1920,6052,1
1920,6068,1
1921,5969,1
1921,6003,1
1921,6017,1
1921,6027,1
1921,6051,1
1921,6055,1
1922,6037,1
1922,6067,1
1923,5975,1
1923,6048,1
1923,6057,1
1924,5985,1
1924,6022,1
1925,6011,1
1925,6064,1
1926,6035,1
1927,6068,1
1928,5982,1
1928,6041,1
1928,6058,1
1929,6018,1
1930,5978,1
1930,5987,1
1930,6065,1
1931,6041,1
1931,6070,1
1932,6068,1
1933,6011,1
1933,6033,1
1934,5971,1
1934,6008,1
1934,6063,1
1935,5994,1
1936,6022,1
1937,6034,1
1939,5973,1
1939,6070,1
1940,6011,1
1941,6007,1
1941,6034,2
1941,6065,1
1942,6021,1
1942,6033,1
1944,6009,1
1945,5989,1
1945,6026,1
1946,5983,1
1946,6019,1
1946,6025,1
1948,6034,1
1950,5988,1
1951,5972,1
1951,6027,1
1952,6021,1
1952,6036,1
1954,6035,1
1957,5971,1
1957,5975,1
1957,5994,1
1957,6033,1
1957,6043,1
1957,6047,1
1958,6049,1
1958,6057,1
1959,6030,1
1959,6040,1
1960,5972,1
1961,5984,1
1961,6031,1
1961,6035,1
1962,5996,1
1963,5988,1
1964,5981,1
1964,5984,1
1964,6027,1
1964,6030,1
1964,6036,1
1967,5998,1
1967,6038,1
1969,6056,1
1970,6061,1
1971,6048,1
1972,5974,1
1972,6042,1
1973,5980,1
1973,5982,1
1973,6042,1
1973,6052,1
1974,6058,1
1976,5984,1
1976,6043,1
1978,6039,1
1980,5976,1
1980,5979,1
1980,5998,1
1981,5989,1
1981,6003,1
1982,6042,1
1983,5972,1
1984,5991,2
1984,6039,1
1985,5991,1
1986,5969,1
1986,6008,1
1987,5986,1
1988,5993,1
1990,5980,1
1991,5979,1
1992,5995,1
