"Y","X","numRealSurveysInCell"
1717,6055,1
1718,6023,1
1723,6055,2
1725,6023,1
1725,6028,2
1726,6021,1
1727,6018,2
1727,6032,1
1727,6036,1
1727,6063,1
1728,6027,1
1728,6029,1
1728,6054,1
1728,6056,1
1729,6043,2
1730,6026,1
1732,6009,1
1732,6024,1
1733,6054,1
1733,6067,1
1733,6068,1
1733,6074,1
1734,6003,2
1734,6042,2
1734,6061,2
1736,6009,1
1736,6019,1
1736,6031,1
1737,6015,2
1739,6015,1
1739,6035,1
1740,6015,1
1742,6039,1
1742,6067,1
1743,6067,2
1744,6063,1
1745,6018,1
1745,6029,1
1745,6045,1
1745,6055,1
1746,6043,2
1747,6041,1
1747,6055,2
1747,6071,1
1748,6058,1
1749,6037,1
1749,6065,1
1752,6025,1
1753,6005,2
1753,6057,1
1754,6057,1
1755,6034,1
1755,6035,1
1757,6006,2
1759,6006,1
1760,6030,1
1762,6033,1
1762,6105,1
1764,6052,1
1764,6061,1
1764,6100,2
1765,6014,2
1765,6027,2
1765,6062,2
1765,6070,1
1766,5999,1
1766,6012,1
1766,6021,1
1766,6071,1
1768,5996,1
1769,6041,1
1769,6101,2
1770,6077,1
1770,6079,2
1770,6084,1
1770,6099,1
1770,6103,1
1771,6008,1
1772,6059,1
1772,6108,2
1773,5990,2
1773,6129,1
1774,6082,1
1774,6089,1
1774,6139,1
1776,6093,2
1776,6097,1
1776,6114,1
1776,6133,2
1777,6009,1
1777,6038,1
1777,6097,1
1778,5987,1
1778,6027,1
1778,6034,1
1778,6076,3
1778,6102,1
1779,5987,1
1779,6140,2
1780,6072,2
1780,6145,1
1781,6019,1
1781,6085,1
1782,6066,1
1782,6068,1
1782,6085,1
1782,6090,1
1783,6061,1
1783,6076,1
1784,5982,1
1785,5979,1
1785,6104,2
1786,5976,2
1786,6083,1
1786,6141,2
1787,6085,1
1788,5988,1
1788,6084,1
1789,5970,1
1789,5971,1
1790,6072,1
1790,6073,1
1791,6072,1
1792,6132,2
1792,6138,1
1793,6090,1
1793,6101,1
1794,6082,2
1794,6106,1
1794,6151,1
1795,6052,2
1795,6151,1
1796,6055,1
1796,6068,1
1796,6097,2
1797,6046,1
1797,6141,1
1798,5964,1
1799,6039,2
1799,6061,1
1799,6074,1
1799,6107,1
1799,6149,1
1800,6050,1
1801,6064,1
1801,6070,2
1801,6084,1
1801,6145,2
1802,5969,1
1802,6030,1
1802,6033,1
1802,6039,1
1803,6065,1
1803,6080,2
1804,6065,1
1806,6048,2
1807,6022,2
1808,6035,1
1808,6037,1
1808,6064,1
1808,6127,2
1809,6053,1
1809,6101,1
1810,6093,2
1810,6159,1
1811,6048,1
1812,6064,2
1813,6023,1
1813,6166,1
1814,6028,1
1814,6029,3
1814,6064,1
1814,6106,1
1814,6166,1
1815,6122,1
1815,6137,1
1815,6138,1
1815,6157,2
1816,6091,1
1816,6130,1
1817,6062,1
1818,6184,2
1819,6172,1
1821,6019,1
1822,6119,2
1822,6157,1
1823,6130,1
1823,6131,1
1823,6137,1
1823,6176,1
1824,6187,1
1825,6107,1
1825,6172,1
1826,6107,1
1826,6166,1
1827,6100,1
1827,6161,1
1827,6162,1
1828,6106,2
1828,6123,1
1828,6155,1
1829,6111,1
1829,6156,2
1829,6189,2
1830,6180,1
1830,6197,1
1832,6118,2
1832,6166,1
1833,6170,2
1833,6200,2
1834,6152,1
1834,6184,2
1838,6150,1
1838,6173,1
1841,6203,1
1842,6064,1
1843,6069,2
1844,6171,1
1844,6172,1
1844,6191,1
1844,6202,2
1845,6063,1
1846,6072,1
1846,6146,1
1846,6149,2
1847,6142,1
1848,6146,2
1849,6138,1
1849,6144,2
1849,6150,1
1849,6174,1
1850,5879,1
1850,6067,2
1850,6140,2
1851,6074,2
1851,6126,1
1851,6127,1
1851,6133,1
1851,6141,1
1851,6156,2
1851,6194,2
1852,6136,1
1852,6148,1
1852,6149,1
1852,6162,1
1852,6202,1
1853,6137,1
1853,6166,2
1853,6168,1
1853,6187,2
1854,5873,1
1855,6070,1
1855,6077,1
1855,6170,2
1856,6138,1
1856,6142,1
1856,6162,1
1856,6173,1
1856,6196,1
1857,6146,1
1857,6157,2
1858,6100,1
1858,6142,1
1858,6149,2
1859,6174,2
1860,5878,1
1860,6082,2
1860,6160,1
1861,6072,1
1861,6073,1
1861,6149,1
1862,5888,1
1863,6098,2
1863,6153,1
1864,6158,1
1864,6159,1
1866,5894,1
1868,5853,1
1868,6096,1
1871,5820,1
1871,5872,1
1871,6090,1
1871,6091,1
1872,6093,1
1874,5811,1
1874,6093,1
1875,5901,1
1876,5814,1
1879,6094,1
1880,5874,1
1881,5811,1
1882,5841,1
1882,5906,1
1883,5895,1
1883,5897,1
1884,6095,2
1886,5862,1
1887,5804,1
1887,5811,1
1887,5905,1
1888,5875,1
1889,5890,1
1890,5895,1
1890,5914,1
1892,5803,1
1892,5862,1
1892,6092,2
1893,5799,1
1893,5810,1
1893,5913,1
1893,5917,1
1894,5812,1
1895,5792,1
1895,5832,1
1895,5901,1
1896,5816,1
1896,5825,1
1896,5916,1
1896,5921,1
1897,5835,1
1898,5863,1
1899,5916,1
1899,5931,1
1900,5919,1
1902,5929,1
1904,5869,1
1906,5827,1
1906,5935,1
1908,5829,1
1908,5937,1
1909,5833,1
1909,5864,1
1910,5838,1
1910,5849,1
1913,5941,1
1913,5951,1
1919,5948,1
1920,5940,1
1921,5938,1
1922,5942,1
