"Y","X","numRealSurveysInCell"
1864,6073,1
1868,6050,1
1870,5999,1
1871,6084,1
1877,6024,1
1878,6050,1
1878,6066,1
1880,6073,1
1880,6085,1
1883,5971,1
1885,6020,1
1887,6066,1
1889,6049,1
1890,6017,1
1891,6024,1
1891,6075,1
1895,5987,1
1895,6013,1
1896,5969,1
1897,6021,1
1898,5999,1
1898,6046,1
1899,6007,1
1900,6076,1
1901,5991,1
1902,6058,1
1903,5986,1
1903,6046,1
1903,6050,1
1905,6023,1
1906,6054,1
1906,6066,1
1907,5983,1
1907,6037,1
1909,5998,1
1909,6059,1
1911,5979,1
1912,5986,1
1912,6025,1
1913,6010,1
1913,6051,1
1913,6067,1
1914,5999,1
1914,6083,1
1915,5994,1
1915,6054,1
1916,5990,1
1917,5976,1
1918,6005,1
1918,6027,1
1919,6000,1
1919,6016,1
1919,6039,1
1921,6006,1
1921,6055,1
1921,6070,1
1922,5974,1
1922,5996,1
1922,6022,1
1923,6003,1
1923,6048,1
1924,5988,1
1928,5974,1
1928,5982,1
1928,6063,1
1929,6017,1
1930,6041,1
1931,5976,1
1931,6000,1
1933,6007,1
1933,6012,1
1934,6054,1
1935,6019,1
1935,6068,1
1937,5972,1
1938,5998,1
1938,6007,1
1938,6039,1
1939,6034,1
1939,6048,1
1941,6070,1
1942,5988,1
1942,6009,1
1942,6051,1
1943,6021,1
1944,5982,1
1945,6004,1
1945,6024,1
1945,6029,1
1947,6032,1
1947,6043,1
1949,6013,1
1952,5991,1
1952,6039,1
1952,6051,1
1953,5999,1
1953,6021,1
1956,6046,1
1961,5983,1
1962,5988,1
1963,6030,1
1964,5981,1
1964,5982,1
1964,6067,1
1969,5999,1
1969,6039,1
1972,5976,1
1972,5989,1
1972,6042,1
1973,5982,1
1974,5984,1
1974,6057,1
1976,5992,1
1976,5996,1
1977,5982,1
1980,6039,1
1981,5977,1
1983,6004,1
1986,5970,1
1992,6002,1
