"Y","X","numRealSurveysInCell"
1872,6050,1
1873,5994,1
1875,6001,1
1876,5998,1
1877,6000,1
1877,6046,1
1883,6064,1
1883,6079,1
1886,6050,1
1886,6071,1
1887,6025,1
1889,6000,1
1889,6070,1
1892,6076,1
1893,6006,1
1893,6082,1
1895,6023,1
1895,6047,1
1896,6074,1
1897,6002,1
1898,6088,1
1902,6049,1
1902,6069,1
1903,6020,1
1903,6024,1
1904,6088,1
1905,6051,1
1906,6080,1
1907,6023,1
1908,6005,1
1908,6015,1
1910,6055,1
1911,6011,1
1913,6056,1
1914,6074,1
1914,6082,1
1914,6089,1
1915,6007,1
1915,6026,1
1917,6055,1
1919,6064,1
1920,6051,1
1921,6003,1
1921,6027,1
1921,6055,1
1922,6044,1
1923,6047,1
1924,6062,1
1925,6021,1
1926,6007,1
1926,6063,1
1930,6018,1
1931,6065,1
1932,6068,1
1935,6020,1
1936,6024,1
1936,6034,1
1936,6068,1
1936,6070,1
1937,6020,1
1938,5993,1
1938,6037,1
1940,5998,1
1940,6012,1
1940,6022,1
1940,6034,1
1940,6040,1
1941,5978,1
1941,5988,1
1941,6070,1
1942,6008,1
1942,6029,1
1943,5982,1
1943,6020,1
1944,6042,1
1945,6027,1
1946,5976,1
1946,6024,1
1948,6022,1
1948,6047,1
1949,6005,1
1950,6050,1
1951,5982,1
1951,6039,1
1952,5995,1
1953,5989,1
1953,6036,1
1953,6043,1
1954,6002,1
1956,6028,1
1958,6048,1
1963,6035,1
1966,6044,1
1968,6041,1
1976,6043,1
