"Y","X","numRealSurveysInCell"
1865,6083,1
1869,6084,1
1869,6088,1
1873,6023,1
1880,6028,1
1880,6085,1
1880,6088,1
1885,6081,1
1889,6018,1
1889,6025,1
1891,6084,1
1892,6078,1
1892,6089,1
1895,6013,1
1896,6022,1
1896,6083,1
1897,6003,1
1898,6007,1
1899,6088,1
1900,6070,1
1902,6002,1
1904,6021,1
1904,6068,1
1905,6004,1
1906,6080,1
1907,6013,1
1907,6085,1
1909,6072,1
1911,6005,1
1911,6081,1
1912,6012,1
1912,6025,1
1913,6085,1
1914,6007,1
1914,6080,1
1915,6003,1
1916,6073,1
1918,6032,1
1918,6037,1
1920,6010,1
1921,6042,1
1924,6028,1
1924,6047,1
1925,6002,1
1926,6007,1
1926,6036,1
1929,6000,1
1929,6026,1
1930,5995,1
1930,6007,1
1931,6004,1
1931,6045,1
1932,5998,1
1932,6030,1
1934,6011,1
1934,6015,1
1934,6025,1
1934,6040,1
1936,5971,1
1936,6008,1
1936,6023,1
1936,6026,1
1937,6018,1
1938,5994,1
1940,6037,1
1941,5987,1
1941,6001,1
1941,6010,1
1942,5979,1
1945,6019,1
1946,6023,1
1946,6034,1
1947,6010,1
1949,6013,1
1950,5988,1
1951,6021,1
1953,5999,1
1953,6012,1
1953,6036,1
1955,6026,1
1955,6045,1
1957,6019,1
1957,6059,1
1958,6031,1
1958,6052,1
1959,6000,1
1959,6036,1
1959,6041,1
1959,6071,1
1960,6060,1
1960,6064,1
1961,6032,1
1964,5998,1
1966,6059,1
1967,6067,1
1970,5999,1
1971,6044,1
1972,6061,1
1972,6065,1
1974,6015,1
1974,6041,1
1974,6057,1
1975,6002,1
1975,6010,1
1977,6060,1
1978,6013,1
1981,6000,1
1981,6008,1
1983,6005,1
1987,6007,1
