"Y","X","numRealSurveysInCell"
1864,6073,1
1867,6034,1
1867,6035,1
1867,6036,1
1868,6074,1
1870,6030,1
1870,6031,1
1872,6031,1
1872,6075,1
1877,6088,1
1878,6075,1
1882,6000,1
1882,6051,1
1884,6055,1
1885,6050,1
1886,6081,1
1888,5982,1
1888,6050,1
1889,6000,1
1890,6076,1
1890,6080,1
1891,5986,1
1891,6085,1
1892,5978,1
1893,6048,1
1893,6081,1
1895,5972,1
1895,5987,1
1895,6001,1
1898,6006,1
1898,6021,1
1899,5970,1
1899,6045,1
1900,5981,1
1900,5994,1
1900,6086,1
1901,5987,1
1901,6004,1
1901,6012,1
1902,6019,1
1903,5974,1
1903,6044,1
1906,6004,2
1906,6047,1
1906,6087,1
1907,6083,1
1910,6050,1
1912,6011,1
1914,5996,1
1914,6006,1
1914,6033,1
1914,6082,1
1915,6007,1
1916,6002,1
1916,6082,1
1917,5989,1
1918,5982,1
1918,6011,1
1919,5976,1
1919,6054,1
1920,6029,1
1921,6049,1
1922,6017,1
1922,6018,1
1922,6023,1
1922,6055,1
1923,6048,1
1924,5974,1
1925,6057,1
1927,6043,1
1929,5979,1
1929,5985,1
1929,6018,1
1930,5974,1
1930,6061,1
1931,6065,1
1932,6041,1
1932,6045,1
1932,6065,1
1933,5991,1
1934,6014,1
1935,6040,2
1936,6021,1
1937,5997,1
1937,6068,1
1937,6070,1
1939,6069,1
1940,5987,1
1940,5989,1
1941,6001,1
1941,6014,1
1941,6035,1
1943,5984,1
1943,6031,1
1945,6019,1
1945,6025,1
1947,6009,1
1948,6012,1
1949,6022,1
1949,6036,1
1952,5992,1
1953,5997,1
1958,6000,1
1964,5997,1
1964,6035,1
1968,6036,1
1969,5989,1
1969,6039,1
1970,5996,1
1970,6035,1
1971,5981,1
1972,5971,1
1972,6042,1
1973,5988,1
1973,5995,1
1973,6048,1
1973,6054,1
1974,6042,1
1974,6057,1
1975,5985,1
1976,5991,1
1977,5982,1
1979,5997,1
1979,6047,1
1981,5989,1
1983,5973,1
1989,5971,1
