"Y","X","numRealSurveysInCell"
455,2995,1
459,3013,1
466,2641,1
470,3009,1
472,2632,1
474,2981,1
476,2990,1
481,2999,1
483,3022,1
485,3007,1
486,2709,1
488,2721,1
488,2729,1
491,2756,1
493,2739,1
495,2642,1
498,2696,1
501,2593,1
508,2585,1
511,2667,1
514,2643,1
520,2653,1
526,2641,1
530,2636,1
535,2912,1
535,2913,1
538,3098,1
540,2908,1
545,2930,1
546,3200,1
550,3002,1
553,3167,1
557,3157,1
557,3213,1
558,3230,1
559,2930,1
559,3223,1
560,3219,1
561,3213,1
561,3258,1
563,3204,1
566,2995,1
566,3190,1
576,3185,1
581,3263,1
582,3140,1
582,3174,1
587,2950,1
588,3255,1
589,3241,1
623,2726,1
637,2984,1
640,2734,1
696,3021,1
698,1970,1
748,1863,1
748,3013,1
753,1829,1
753,3028,1
759,1842,1
770,3042,1
776,3053,1
792,3051,1
793,1803,1
798,1790,1
800,3063,1
812,3059,1
827,2090,1
831,3059,1
836,2091,1
850,2099,1
856,3056,1
860,2130,1
868,3046,1
870,2086,1
870,2127,1
872,2063,1
873,2113,1
875,1984,1
877,2094,1
878,2169,1
882,2128,1
885,2156,1
887,2144,1
890,2101,1
895,2030,1
901,1881,1
905,2101,1
907,1956,1
913,1892,1
938,2046,1
956,2089,1
958,2101,1
963,2128,1
969,2041,1
969,2103,1
979,2048,1
985,2075,1
986,2092,1
987,2144,1
999,2156,1
1005,1914,1
1015,1855,1
1017,2152,1
1029,1900,1
1031,2148,1
1038,2128,1
1039,2171,1
1060,1889,1
1073,2141,1
1078,1882,1
1079,2167,1
1082,2143,1
1098,2149,1
1111,2159,1
1122,2141,1
1135,2160,1
1137,2144,1
1155,2155,1
1156,2140,1
1164,2157,1
1165,2848,1
1167,3007,1
1172,2138,1
1176,2996,1
1179,2991,1
1186,2144,1
1186,2994,1
1189,2159,1
1190,2996,1
1200,2994,1
1201,2161,1
1207,3010,1
1207,3160,1
1211,2167,1
1214,3156,1
1217,2993,1
1223,2190,1
1224,3152,1
1227,1764,1
1227,1829,1
1227,3018,1
1227,3032,1
1228,2992,1
1232,1782,1
1233,3044,1
1235,1828,1
1235,2202,1
1235,2934,1
1236,1792,1
1236,3062,1
1237,2937,1
1237,3107,1
1238,3145,1
1239,1760,1
1241,2927,1
1242,1801,1
1243,1750,1
1243,2189,1
1243,2925,1
1243,2992,1
1243,3095,1
1245,2212,1
1246,1757,1
1246,2188,1
1246,2939,1
1246,3083,1
1247,1835,1
1248,3078,1
1251,2999,1
1252,2047,1
1252,2936,1
1252,2961,1
1252,2973,1
1252,3073,1
1255,3087,1
1256,1828,1
1256,2941,1
1257,2229,1
1258,1750,1
1258,2943,1
1258,2946,1
1258,2980,1
1258,3071,1
1259,1814,1
1259,2192,1
1260,3005,1
1261,2948,1
1261,2958,1
1262,2953,1
1265,2929,1
1266,2237,1
1266,2948,1
1266,2984,1
1267,1742,1
1267,2935,1
1268,3000,1
1269,2045,1
1269,2201,1
1270,2922,1
1271,2933,1
1271,2946,1
1271,3001,1
1272,2953,1
1273,1890,1
1273,2923,1
1274,2950,1
1275,2209,1
1275,2224,1
1276,3065,1
1277,2190,1
1279,2939,1
1280,2873,1
1281,2179,1
1282,2960,1
1284,3104,1
1285,2921,1
1286,2166,1
1286,2953,1
1287,2053,1
1288,2926,1
1288,3000,1
1289,1874,1
1290,3054,1
1290,3131,1
1291,2925,1
1291,2927,1
1294,3018,1
1294,3030,1
1295,3159,1
1296,2160,1
1296,3087,1
1297,1943,1
1297,2149,1
1299,1755,1
1299,2838,1
1299,3057,1
1300,3048,1
1301,3076,1
1302,1765,1
1303,2930,1
1304,2058,1
1304,3052,1
1305,3165,1
1307,2046,1
1307,2944,1
1308,1949,1
1308,3056,1
1309,2926,1
1310,2962,1
1311,2954,1
1311,2999,1
1312,2970,1
1313,2932,1
1314,3008,1
1315,2972,1
1315,3040,1
1315,3069,1
1316,3020,1
1317,2039,1
1317,2926,1
1318,2919,1
1323,2973,1
1324,1776,1
1324,3009,1
1325,2032,1
1327,2983,1
1328,3009,1
1328,3041,1
1329,1957,1
1329,3077,1
1330,2933,1
1331,1857,1
1331,3030,1
1332,2913,1
1333,2026,1
1334,2991,1
1335,1776,1
1335,3001,1
1335,3021,1
1338,3014,1
1341,1964,1
1344,3009,1
1344,3012,1
1345,3001,1
1347,1864,1
1347,3081,1
1348,1781,1
1351,2024,1
1355,2989,1
1356,3003,1
1356,3093,1
1358,1774,1
1359,1779,1
1363,1963,1
1364,2012,1
1366,3001,1
1366,3021,1
1368,2980,1
1369,1989,1
1371,1775,1
1375,1979,1
1376,3035,1
1379,2983,1
1379,3098,1
1381,1783,1
1381,3086,1
1382,3068,1
1382,3075,1
1382,3105,1
1383,3034,1
1383,3036,1
1384,1839,1
1385,1853,1
1386,3106,1
1387,1791,1
1388,3028,1
1389,1911,1
1389,3038,1
1389,3105,1
1390,1791,1
1390,1941,1
1390,3056,1
1391,1931,1
1392,1920,1
1393,1751,1
1393,3014,1
1394,3025,1
1395,1770,1
1395,3101,1
1396,1805,1
1396,3115,1
1397,1760,1
1398,1779,1
1399,3029,1
1400,2981,1
1400,2983,1
1400,3012,1
1402,1857,1
1403,3063,1
1404,2978,1
1405,3124,1
1408,3071,1
1409,3039,1
1410,1820,1
1410,3111,1
1411,1866,1
1412,2976,1
1413,3119,1
1414,1854,1
1414,3073,1
1415,1833,1
1415,1844,1
1415,2985,1
1417,3080,1
1422,3081,1
1423,3032,1
1426,3090,1
1426,3125,1
1434,3079,1
1437,3067,1
1438,3028,1
1440,3014,1
1443,3062,1
1447,3035,1
1447,3049,1
1448,3024,1
1454,3009,1
1856,5406,1
1864,5135,1
1867,5384,1
1879,5243,1
1902,5271,1
1903,5339,1
1919,5128,1
1929,5137,1
1936,5130,1
1939,5211,1
1941,5135,1
1946,5123,1
1947,5127,1
1959,5155,1
1971,5138,1
1990,5378,1
1993,5138,1
2015,5145,1
2024,5149,1
2035,5155,1
2136,5690,1
2529,5507,1
2538,3764,1
2541,3766,1
2547,3812,1
2548,3768,1
2555,3816,1
2561,5532,1
2566,5540,1
2567,3757,1
2578,3822,1
2585,3762,1
2588,3829,2
2592,3788,1
2593,3675,1
2597,3804,1
2603,3662,1
2620,3644,1
2621,3644,1
2654,3874,1
2656,3875,2
2658,3872,1
2681,3807,1
2691,3844,1
2698,3791,1
2703,3630,1
2707,3851,1
2716,3594,1
2955,6866,1
2958,6869,1
3259,5503,1
3259,5538,1
3275,5514,1
3279,5481,1
3289,5507,1
3290,5491,1
3293,5500,1
3296,5493,1
3307,5490,1
