"Y","X","numRealSurveysInCell"
1580,5812,1
1585,5817,1
1590,5822,1
1590,5830,1
1592,5819,1
1595,5824,1
1596,5832,1
1598,5821,1
1600,5818,1
1602,5826,1
1605,5816,1
1606,5813,1
1610,5814,1
1612,5810,1
1612,5817,1
1616,5821,1
1617,5811,1
1617,5814,1
1622,5810,1
1628,5811,1
1648,5813,1
1655,5820,1
1656,5809,1
1662,5823,1
1663,5810,1
1669,5820,1
1670,5807,1
1675,5816,1
1675,5870,1
1677,5810,1
1681,5806,1
1685,5871,1
1687,5858,1
1689,5809,1
1692,5854,1
1693,5808,1
1696,5874,1
1698,5802,1
1698,5849,1
1701,5877,1
1702,5802,1
1702,5824,1
1702,5835,1
1703,5869,1
1704,5808,1
1704,5814,1
1704,5842,1
1705,5847,1
1706,5818,1
1707,5879,1
1707,5882,1
1708,5871,1
1711,5822,1
1711,5878,1
1712,5818,1
1713,5848,1
1718,5876,1
1720,5846,1
1725,5840,1
1726,5847,1
1727,6034,1
1730,6025,1
1730,6041,1
1732,6043,1
1733,6066,1
1733,6073,1
1736,5884,1
1736,5972,1
1736,6019,1
1737,5881,1
1738,6017,1
1739,5886,1
1740,5888,1
1740,6028,1
1740,6034,1
1740,6053,1
1741,6012,1
1741,6022,1
1741,6046,1
1742,5885,1
1742,6067,1
1744,5882,1
1744,5970,1
1744,6042,1
1744,6058,1
1748,6055,1
1748,6059,1
1748,6066,1
1749,6036,1
1750,6028,1
1750,6029,1
1754,5966,1
1755,6034,1
1755,6057,1
1756,6005,2
1756,6027,1
1757,6081,1
1758,6088,1
1759,6075,1
1761,5965,1
1761,6030,1
1762,6034,1
1763,6044,1
1764,6087,1
1765,6014,1
1765,6062,1
1765,6070,1
1766,6001,1
1766,6071,1
1767,5961,1
1767,6023,1
1769,5994,1
1769,6077,1
1770,5990,1
1770,6033,1
1772,5956,1
1772,6008,1
1775,6081,1
1777,5952,1
1777,6038,1
1781,5985,1
1781,6075,1
1786,5916,1
1786,5945,1
1787,5930,1
1788,5918,1
1789,5912,1
1790,6138,1
1791,5870,1
1791,5874,1
1791,5919,1
1791,6135,1
1793,5918,1
1793,6129,1
1793,6151,1
1794,5913,1
1795,5879,1
1795,5947,1
1795,6051,1
1797,5869,1
1797,6045,1
1797,6151,1
1799,6029,1
1799,6061,1
1799,6135,1
1799,6137,1
1800,5918,1
1802,6145,1
1803,5917,1
1803,6038,1
1805,5947,1
1805,6159,1
1806,6047,1
1806,6051,1
1806,6056,1
1807,5922,1
1807,6054,1
1807,6129,1
1808,6053,1
1808,6137,1
1809,6188,1
1810,6094,1
1810,6101,1
1810,6113,1
1810,6122,1
1812,6163,1
1813,6109,1
1813,6129,1
1814,6158,1
1815,6173,1
1816,6138,1
1816,6184,1
1817,6170,1
1818,6130,2
1819,6090,1
1819,6099,1
1821,6107,1
1821,6118,1
1823,6076,1
1823,6080,1
1823,6177,1
1824,6135,1
1824,6157,1
1825,6121,1
1825,6167,1
1825,6171,1
1826,6127,1
1826,6150,1
1826,6164,1
1827,6104,1
1828,6111,1
1829,6186,1
1830,6199,1
1833,6184,1
1834,6152,1
1837,6173,1
1839,6149,1
1841,6164,1
1843,6067,1
1843,6192,1
1843,6200,1
1844,6150,1
1844,6180,1
1846,6169,1
1847,6064,1
1847,6070,1
1848,6145,1
1848,6201,1
1849,6073,1
1850,5879,1
1850,6132,1
1850,6181,1
1851,6157,1
1851,6159,1
1852,6086,1
1853,5873,1
1853,6186,1
1854,6165,1
1854,6174,1
1854,6191,1
1855,6140,1
1855,6197,1
1857,6083,1
1859,6149,1
1859,6159,1
1859,6164,1
1859,6169,1
1860,5878,1
1860,6154,1
1860,6174,1
1861,5884,1
1862,6148,1
1862,6190,1
1862,6202,1
1863,5892,1
1863,6153,1
1863,6160,1
1864,6083,1
1865,6196,1
1867,6171,1
1868,5895,1
1868,6152,1
1869,6088,1
1870,5868,1
1871,6164,1
1872,6195,1
1873,6175,1
1874,5901,1
1874,6092,1
1876,5873,1
1876,6154,1
1877,5813,1
1877,6161,1
1879,5865,1
1879,6158,1
1880,6094,1
1880,6167,1
1881,6164,1
1882,5810,1
1882,6000,1
1882,6079,1
1883,5907,1
1884,5832,1
1885,6152,1
1886,5862,1
1886,6096,1
1887,5804,1
1887,5811,1
1887,5875,1
1887,6066,1
1888,5784,1
1888,5913,1
1889,5878,1
1889,5891,1
1889,6079,1
1890,5883,1
1890,5919,1
1890,6000,1
1890,6070,1
1890,6139,1
1891,5789,1
1891,5800,1
1891,6075,1
1891,6086,1
1892,5793,1
1892,5811,1
1892,5896,1
1892,6095,1
1893,5809,1
1893,6071,1
1894,5834,1
1894,5874,1
1894,5906,1
1894,5909,1
1894,5918,1
1895,5815,1
1895,5920,1
1895,6087,1
1896,5917,1
1897,6002,1
1897,6021,1
1897,6150,1
1899,5864,1
1899,5927,1
1899,6071,1
1900,5980,2
1900,6111,1
1900,6112,1
1900,6136,1
1901,5997,1
1902,5833,1
1902,5917,1
1903,5926,1
1903,5932,1
1903,6121,1
1904,5973,1
1905,5826,1
1905,6070,1
1905,6080,1
1906,6117,1
1907,5834,1
1907,5863,1
1907,6020,1
1907,6085,1
1908,5861,1
1908,5924,1
1908,6138,1
1908,6145,1
1909,5831,1
1909,5841,1
1909,5847,1
1909,6090,1
1910,5939,1
1910,5971,1
1910,6126,1
1911,5836,1
1911,6025,1
1911,6073,1
1912,6130,1
1913,5951,1
1914,5863,1
1914,5996,1
1914,6080,1
1914,6089,1
1914,6134,1
1914,6138,1
1914,6140,1
1914,6149,2
1915,6018,1
1915,6082,1
1916,6040,1
1916,6120,1
1916,6134,1
1916,6156,1
1917,5987,1
1917,6009,1
1917,6027,1
1917,6038,1
1918,5980,1
1918,6158,1
1919,5995,1
1919,6004,1
1919,6005,1
1920,5945,1
1920,5974,1
1920,6072,1
1921,5937,1
1921,5951,1
1921,6007,1
1921,6017,1
1921,6043,1
1921,6140,1
1922,5998,1
1922,6129,1
1924,5940,1
1924,6028,1
1925,6045,1
1926,6022,1
1926,6136,1
1928,6004,1
1929,6018,1
1930,6007,1
1932,6055,1
1932,6135,1
1933,6040,1
1934,6010,1
1934,6020,1
1934,6128,1
1935,6193,1
1935,6197,2
1936,6045,1
1936,6122,1
1936,6134,1
1936,6182,1
1937,6190,1
1938,6187,1
1939,6010,1
1939,6014,2
1941,6013,1
1941,6034,1
1941,6044,1
1941,6136,1
1942,6132,1
1945,6013,1
1945,6014,1
1945,6187,1
1947,6184,1
1948,6025,2
1948,6046,2
1948,6178,1
1948,6186,1
1948,6192,1
1948,6194,1
1949,6004,1
1949,6017,2
1950,6004,4
1950,6184,1
1951,6017,1
1952,5721,1
1952,5723,1
1952,6184,1
1952,6188,1
1952,6189,1
1953,6038,1
1954,6004,1
1954,6191,1
1954,6194,1
1955,6018,1
1957,5725,1
1957,6080,1
1957,6186,1
1958,5724,1
1958,6192,1
1959,6061,1
1959,6073,1
1959,6085,1
1960,5722,1
1960,6065,1
1960,6182,1
1961,5727,1
1962,5713,1
1962,6182,1
1962,6186,1
1963,6069,1
1964,5715,1
1964,5723,1
1964,6175,1
1964,6186,1
1964,6189,1
1965,5715,1
1965,6083,1
1965,6178,1
1966,5725,1
1966,6077,1
1968,5717,1
1968,6045,2
1970,6174,1
1970,6184,1
1971,5717,1
1971,6067,1
1972,5717,1
1974,6003,1
1974,6056,1
1974,6182,1
1975,5716,1
1978,6001,2
1980,5988,1
1981,6007,1
1983,5991,1
1983,5994,1
1983,6009,9
1985,6007,1
1990,5696,1
1990,5697,1
1990,6009,1
1992,5695,1
1994,5672,1
1994,5690,1
1997,5694,1
1998,5674,1
1998,5676,1
1998,5686,1
2000,5678,1
2001,5683,1
2001,5691,1
2002,5686,1
2003,5675,1
2003,5915,1
2004,5679,1
2004,5919,1
2008,5913,1
2011,5927,1
2012,5894,1
2014,5892,1
2016,5732,1
2016,5898,1
2016,5915,1
2017,5891,1
2017,5929,1
2019,5902,1
2021,5914,1
2022,5898,1
2023,5927,1
2024,5732,1
2025,5902,1
2025,5915,1
2026,5726,1
2026,5904,1
2027,5716,1
2027,5722,1
2028,5925,1
2031,5715,1
2032,5902,1
2034,5718,1
2035,5902,1
2036,5715,1
2036,5716,1
2037,5913,1
2043,5908,1
2044,5714,1
2044,5898,1
2044,5916,1
2045,5891,1
2046,5919,1
2047,5886,1
2048,5915,1
2050,5877,1
2051,5866,1
2054,5731,1
2057,5728,1
2058,5723,1
2058,5731,1
2060,5717,1
2062,5734,1
2063,5737,1
2063,5851,1
2063,5884,1
2064,5899,1
2065,5888,1
2066,5728,1
2066,5899,1
2067,5856,1
2067,5884,1
2068,5703,1
2068,5739,1
2068,5904,1
2069,5725,1
2071,5699,1
2073,5858,1
2073,5881,1
2073,5894,1
2073,5905,1
2074,5717,1
2076,5698,1
2076,5710,1
2076,5887,1
2077,5702,1
2078,5708,1
2080,5863,1
2081,5707,1
2082,5871,1
2083,5719,1
2084,5881,1
2085,5708,1
2086,5886,1
2092,5885,1
2093,5858,1
2093,5871,1
2094,5867,1
2095,5862,1
2101,5885,1
2102,5883,1
2106,5866,1
2109,5878,1
2110,5910,1
2112,5901,1
2116,5905,1
2120,5874,1
