"Y","X","numRealSurveysInCell"
1740,6033,1
1740,6046,1
1744,6018,1
1745,6044,1
1747,6009,1
1748,6039,1
1752,6022,1
1752,6034,1
1754,6005,1
1756,6027,1
1758,6032,1
1760,6030,1
1762,6034,1
1762,6041,1
1764,6009,1
1764,6029,1
1764,6030,1
1765,6012,1
1766,6002,1
1766,6008,1
1766,6019,1
1766,6025,1
1768,5996,1
1770,6033,1
1770,6136,1
1772,6008,1
1772,6132,1
1773,6177,1
1774,6036,1
1774,6139,1
1775,6117,1
1775,6139,1
1776,6135,1
1777,6076,1
1778,6005,1
1778,6038,1
1778,6089,1
1778,6120,1
1778,6169,1
1779,6181,1
1780,6138,1
1780,6175,1
1782,6090,1
1782,6138,1
1782,6143,1
1783,6143,1
1785,6101,1
1785,6104,1
1785,6176,1
1786,6126,1
1786,6138,1
1786,6140,1
1786,6179,1
1787,6085,1
1787,6094,1
1787,6186,1
1788,6090,1
1788,6097,1
1788,6138,1
1789,6086,1
1789,6137,1
1791,6083,1
1791,6130,1
1791,6138,1
1791,6175,1
1791,6178,1
1792,6082,2
1792,6086,1
1792,6132,1
1792,6186,1
1793,6101,1
1793,6129,1
1794,6069,1
1794,6091,1
1794,6132,1
1794,6134,1
1794,6175,1
1794,6177,1
1796,6079,1
1797,6141,1
1797,6143,1
1797,6146,1
1797,6151,1
1797,6165,1
1797,6169,1
1799,6074,1
1799,6135,1
1799,6136,1
1800,6071,1
1801,6138,1
1801,6145,1
1802,6177,1
1803,6137,1
1806,6130,1
1807,6136,1
1808,6134,1
1811,6125,1
1812,6133,1
1815,6132,1
1818,6130,1
1819,6111,1
1819,6119,1
1822,6124,1
1822,6129,1
1824,6100,1
1824,6135,1
1825,6114,1
1828,6141,1
1829,6106,1
1829,6110,1
1838,6023,1
1841,6014,1
1842,6078,1
1842,6222,1
1843,6067,1
1844,6218,1
1846,6220,1
1846,6221,1
1848,6073,1
1850,6216,1
1852,6213,1
1853,6201,1
1853,6217,1
1854,6076,1
1854,6215,1
1856,6219,1
1859,6074,1
1860,6222,1
1862,6207,1
1862,6222,1
1863,6219,1
1863,6226,1
1864,6230,1
1865,6076,1
1865,6215,1
1867,6204,1
1871,6081,1
1880,6094,1
1884,6001,1
1888,6024,1
1888,6095,1
1892,6000,1
1893,6024,1
1893,6073,1
1896,6070,1
1896,6095,1
1897,6002,1
1898,6076,1
1898,6185,1
1900,6005,1
1900,6011,1
1900,6022,1
1900,6092,1
1901,6069,1
1902,6003,1
1902,6020,1
1903,6177,1
1904,6080,1
1904,6185,1
1904,6188,1
1905,6016,1
1905,6204,1
1906,6004,1
1906,6181,1
1909,6013,1
1909,6193,1
1911,6069,1
1912,5997,1
1912,6197,1
1913,6186,1
1913,6205,1
1914,6007,1
1914,6078,1
1914,6193,1
1915,5994,1
1917,6009,1
1918,6004,1
1918,6009,1
1918,6016,1
1918,6178,1
1918,6202,1
1918,6204,1
1919,6184,1
1921,6026,1
1922,5994,1
1922,6050,1
1923,6003,1
1923,6204,1
1924,5999,1
1924,6020,1
1925,5994,1
1925,6061,1
1925,6183,1
1925,6204,1
1930,6024,1
1930,6184,1
1931,6065,1
1931,6191,1
1934,6014,1
1934,6021,1
1934,6040,1
1936,6018,1
1937,6012,1
1937,6023,1
1938,6071,1
1940,6037,1
1942,6006,1
1943,6022,1
1943,6079,1
1944,6034,1
1945,6029,1
1946,6004,1
1946,6019,1
1946,6024,1
1948,6020,1
1949,6013,1
1949,6084,1
1950,6007,1
1951,6002,1
1951,6016,1
1952,6007,1
1952,6022,1
1952,6023,1
1954,6077,1
1955,6004,1
1955,6020,1
1956,6001,1
1956,6061,1
1957,6043,1
1957,6048,1
1958,6054,1
1962,6024,1
1962,6035,1
1963,6000,1
1963,6067,1
1966,6024,1
1967,6037,1
1968,6006,1
1972,6008,1
1972,6039,1
1972,6046,1
1973,6041,1
1973,6052,1
1974,6060,1
1974,6067,1
1978,6039,1
1980,6055,1
1981,6039,1
1983,6008,1
1984,6040,1
1991,6001,1
1992,6002,1
